sample,fastq_dir,tissue_hires_image,slide,area,manual_alignment,slidefile
Visium_FFPE_Human_Ovarian_Cancer,assets/test-datasets/data/genomics/homo_sapiens/10xgenomics/spaceranger/human-ovarian-cancer-1-standard_v1_ffpe,https://github.com/nf-core/test-datasets/raw/modules/data/genomics/homo_sapiens/10xgenomics/spaceranger/human-ovarian-cancer-1-standard_v1_ffpe/Visium_FFPE_Human_Ovarian_Cancer_image.jpg,V10L13-020,D1,,https://s3.us-west-2.amazonaws.com/10x.spatial-slides/gpr/V10L13/V10L13-020.gpr
